userName,score,at,content
Pengguna Google,5,2025-04-21 10:36:05,sangat suka
Pengguna Google,4,2025-04-21 10:33:47,"Belanja apapun barangnya ada disini🙏🏾🙏🏾 Jadi dgn hasil bintang 4(🌟🌟🌟🌟) itu sdh baik, kl ingin bintang 5(Lima/🌟🌟🌟🌟🌟) itu terjadi mulai pesan dlm 1x24jam, pesanan harus sdh sampai pemesan👉🏾tentu mendapatkan bintang 5(Lima/🌟🌟🌟🌟🌟)🙏🏾🙏🏾🙏🏾"
Pengguna Google,1,2025-04-21 10:33:36,"untuk Shopee food tambah pelit potongan ongkirnya, jatuhnya tambah mahal. #indonesiagelap"
Pengguna Google,5,2025-04-21 10:33:17,sangat membantu sekali.. terima kasih shopee.. selain lebih murah.. lengkap jg
Pengguna Google,5,2025-04-21 10:32:08,iklan ee kuiiiii kont
Pengguna Google,1,2025-04-21 10:31:14,paket saya tidak datang
Pengguna Google,5,2025-04-21 10:30:11,mantap
Pengguna Google,5,2025-04-21 10:30:11,"sangat laa membantu mengatasi semua permasalahan,suka dengan marketing nya,pelayanannya baik/ramah dan barang nya bagus bagus"
Pengguna Google,5,2025-04-21 10:29:50,mantap..
Pengguna Google,5,2025-04-21 10:29:34,"suka sekali belanja disini,, gratis ongkir"
Pengguna Google,5,2025-04-21 10:29:31,mntap
Pengguna Google,5,2025-04-21 10:28:31,mantap
Pengguna Google,5,2025-04-21 10:27:49,sangat baik mudah mudahan kedepannya bisa leubih baik👍👍
Pengguna Google,5,2025-04-21 10:27:24,bagus
Pengguna Google,5,2025-04-21 10:27:23,Suka Buangattt
Pengguna Google,5,2025-04-21 10:25:10,sangat mudah untuk berbelanja
Pengguna Google,5,2025-04-21 10:23:54,terbaik lah
Pengguna Google,5,2025-04-21 10:23:27,good
Pengguna Google,5,2025-04-21 10:22:38,pengiriman cefat dan kurirnya pada ramah
Pengguna Google,5,2025-04-21 10:22:31,sangat bermanfaat
Pengguna Google,5,2025-04-21 10:22:25,"terimakasih shopee,, pengalaman belanja dari saya karena saya masih awal,jd sêring salah beli, dan masih bingung cara mbalikin barang,karena ada beberapa barang yg saya beli ada yg rusak,"
Pengguna Google,5,2025-04-21 10:21:24,dengan shoppe aku bisa belanja sepuasnya tanpa perlu keluar rumah 😆💯
Pengguna Google,5,2025-04-21 10:20:35,"akun shopee saya ga bisa login kenapa ya? gagal verifikasi muka padahal udah bener, chat cs suruh isi formulir, udah di isi formulirnya tapi tetep ga bisa login 😢"
Pengguna Google,5,2025-04-21 10:20:33,sangat bagus
Pengguna Google,5,2025-04-21 10:20:24,mantab
Pengguna Google,5,2025-04-21 10:19:54,mantabek
Pengguna Google,5,2025-04-21 10:19:19,aplikasi yg cocok untuk hemat dan tetap bergaya
Pengguna Google,5,2025-04-21 10:18:24,mantap
Pengguna Google,5,2025-04-21 10:18:06,👍👍👍👍
Pengguna Google,5,2025-04-21 10:17:47,👍🏿
Pengguna Google,5,2025-04-21 10:17:36,mantap
Pengguna Google,5,2025-04-21 10:17:33,sangat suka sama shopee ini puas banget
Pengguna Google,5,2025-04-21 10:17:21,bagus
Pengguna Google,5,2025-04-21 10:17:16,aplikasi shoping yang sangat bagus
Pengguna Google,5,2025-04-21 10:16:48,aplikasi nya bagus jadi gampang buat bli kebutuhan
Pengguna Google,4,2025-04-21 10:16:18,sangat mudah di akses
Pengguna Google,5,2025-04-21 10:16:12,sayang nya akun ku GK bisa di buat peeleter
Pengguna Google,5,2025-04-21 10:15:31,yowieee keren
Pengguna Google,5,2025-04-21 10:15:31,barangnya murah meriah
Pengguna Google,5,2025-04-21 10:15:07,sangat membantu
Pengguna Google,4,2025-04-21 10:14:45,shopee is the best.. pkok nya gak rugi lah blnja d shopee
Pengguna Google,1,2025-04-21 10:12:46,kok gw pas mau donload sesuatu di chrome atau apa pasti iklan ini mulu terus gk bisa di skip
Pengguna Google,5,2025-04-21 10:12:07,setiap beli disini pasti ori
Pengguna Google,5,2025-04-21 10:12:05,transaksi aman
Pengguna Google,3,2025-04-21 10:10:52,mohon ada seleksi penjual yg tidak benar..tidak sesuai iklanya
Pengguna Google,5,2025-04-21 10:10:03,barangnya Bagus pengiriman cepat
Pengguna Google,1,2025-04-21 10:08:32,"spx gajelas ngntd, ditunda Mulu, lebih cepet pake j&t gaje spx"
Pengguna Google,5,2025-04-21 10:08:03,mantap
Pengguna Google,5,2025-04-21 10:06:47,keren barang nya selalu real pict
Pengguna Google,5,2025-04-21 10:06:34,mantap gratis ongkir nya banyak
Pengguna Google,3,2025-04-21 10:05:20,Semenjak tidak didukung kurir jnt pengiriman semakin lama dan molor. semoga spx lebih cepat lagi
Pengguna Google,5,2025-04-21 10:05:01,belanha di shopee sangat nemuaskan
Pengguna Google,5,2025-04-21 10:02:20,mantap
Pengguna Google,4,2025-04-21 10:02:12,"Saya heran dengan shopee sekarang, choki tidak mau merespon"
Pengguna Google,5,2025-04-21 10:01:58,sangat mudah
Pengguna Google,5,2025-04-21 09:58:55,menyenangkan
Pengguna Google,5,2025-04-21 09:58:53,Murah meriah
Pengguna Google,4,2025-04-21 09:58:42,semakin banyak pilihan...
Pengguna Google,4,2025-04-21 09:58:28,ok
Pengguna Google,5,2025-04-21 09:58:06,sangat bagus
Pengguna Google,5,2025-04-21 09:58:06,produk sangat tepat
Pengguna Google,4,2025-04-21 09:57:30,gampang belanja di shoppe
Pengguna Google,1,2025-04-21 09:57:13,knp waktu top up saldo di bca 0 rupiah tapi tiba2 ada potongan
Pengguna Google,5,2025-04-21 09:56:18,baik sangat puas
Pengguna Google,5,2025-04-21 09:56:00,gabut pengen ngasih bintang aja
Pengguna Google,3,2025-04-21 09:53:57,ok
Pengguna Google,5,2025-04-21 09:52:56,oke banget kalau belanja di shoopee pilih barang tinggal klik klik klik pesanan di antar sampai tujuan
Pengguna Google,4,2025-04-21 09:51:11,memudahkan untuk belanja
Pengguna Google,5,2025-04-21 09:51:02,Cepat prosesnya dan cepat pengirimannya
Pengguna Google,4,2025-04-21 09:50:41,aplikasi bagus sy suka apa lgi klo ada gratis ongkir sayang ada tapinya d profil akunnya ada yg ga bisa d klik jdi ga bisa k akses
Pengguna Google,5,2025-04-21 09:50:07,aplikasi ini sangat baik saya puas menggunakan nya
Pengguna Google,5,2025-04-21 09:49:53,"bagus, tapi kadang lag kalok buat nonton live sambil liat produk"
Pengguna Google,5,2025-04-21 09:49:18,bagus banget
Pengguna Google,5,2025-04-21 09:48:08,good
Pengguna Google,5,2025-04-21 09:47:22,harga lebih miring dr pada toko sebelah😂😂
Pengguna Google,5,2025-04-21 09:46:59,sangat membantu
Pengguna Google,5,2025-04-21 09:46:25,shopee sesuai dengan pesanan
Pengguna Google,5,2025-04-21 09:45:46,supaya mudah
Pengguna Google,5,2025-04-21 09:45:03,bagus banget 💐
Pengguna Google,4,2025-04-21 09:44:04,saya sangat senang
Pengguna Google,5,2025-04-21 09:43:37,baguus
Pengguna Google,5,2025-04-21 09:42:45,"mempermudah belanja pakaian saya tanpa harus ngantri,dan produk bermacam2 intinya serba ada"
Pengguna Google,5,2025-04-21 09:42:18,bagus bisa kredit apa aja😊thx shoppe
Pengguna Google,1,2025-04-21 09:42:05,Pengemasan Semakin lama hampir 2 minggu belum dikirim etimasinya 1 bulan pengemasan barang mau di pakai lagi seharusnya pihak shopee di batasi etimasinya pengemasan maksimal 7 hari lah.
Pengguna Google,4,2025-04-21 09:42:05,Alhmdulillah ada yg bisa cod ada juga toko y gak bisa cod saya gak prnh menolak belanja bentuk apapun apa lagi cod
Pengguna Google,5,2025-04-21 09:41:35,"apkny sangat membantu untuk, pembelian online"
Pengguna Google,5,2025-04-21 09:41:22,tepat waktu
Pengguna Google,1,2025-04-21 09:40:25,Spx expres kirim ke Depok tapi malah mental keluar Jawa udah gitu 4 hari masih muter muter gajelassssss
Pengguna Google,5,2025-04-21 09:40:12,sangat membantu
Pengguna Google,5,2025-04-21 09:39:13,mantab
Pengguna Google,5,2025-04-21 09:38:25,selalu terbaik
Pengguna Google,5,2025-04-21 09:38:11,pengantaran tepat waktu.good
Pengguna Google,5,2025-04-21 09:37:43,bagus bangettttttt
Pengguna Google,5,2025-04-21 09:37:41,"Keren pokoknya mah,,harga barang&ongkir lebih baik dibandingkan dg e-commerce yang lainnya."
Pengguna Google,5,2025-04-21 09:37:24,mantap terpercaya
Pengguna Google,5,2025-04-21 09:37:12,good
Pengguna Google,5,2025-04-21 09:37:10,cara cerdas belanja hemat
Pengguna Google,5,2025-04-21 09:36:02,ok...mantafffff shopee
Pengguna Google,5,2025-04-21 09:35:06,"Aplikasi sopee ini sangat bagus. harga terjakau jadi sy bisa ngehemat uang pengiriman cepat 2-3 hari pesanan sudah dikirim. tapi setiap produk yg sy cari gambar dan harga yg dihalaman beranda tdk sesuai.sy cari lemari plastik pas sy klik teryata harga yg tercantum dihal beranda lemari yg 2 tahap. harga berubah""asalnya harga murah beberapa menit kemudian pas sy lihat lagi harganya jadi mahal. tolong diperbaiki aplikasinya. Voucer gratis ongkir diskon tapi metode pembayaranya tdk bisa COD."
Pengguna Google,5,2025-04-21 09:34:35,ngeri ngeri sedap
Pengguna Google,5,2025-04-21 09:33:52,ternyata bisa asalkan kita konsisten
Pengguna Google,5,2025-04-21 09:33:51,tolong tambahkan pembayaran e wallet agar lebih mudah untuk membayar
Pengguna Google,5,2025-04-21 09:33:49,keren
Pengguna Google,5,2025-04-21 09:33:45,memudahkan semua urusan
Pengguna Google,5,2025-04-21 09:32:44,mantap
Pengguna Google,5,2025-04-21 09:31:01,bagus sekali aplikasinya
Pengguna Google,5,2025-04-21 09:30:48,"haduh sekarang mau pesan/ order disini pikir panjang,,sumpah lamanya minta ampun,pengemasanya ja terlalu lama 2 -3 hari baru diserahkan kurir,belum prosesnya lama baru dikirim,tidak seperti dulu pesen sekarang besok sudah berjalan dikirim,estimasi penerima cepet tidak seperti sekarang seperti berbulan bulan,dicek masih dikemas besok dicek lagi masih dikemas gitu terus klau sudah diserahkan dikurir nnti proses terus,2 hari proses mulu,terlalu lama estimasinya,tolong diperbaiki seperti dulu."
Pengguna Google,5,2025-04-21 09:30:45,shopee mantap
Pengguna Google,5,2025-04-21 09:30:36,"Ini harus ngadu kemana ? Seminggu lalu kiriman dari kurir shopee masih lancar,, sekarang sudah beberapa hari pengataran tidak sesuai sama yang terlihat di notif,, (siap siap menerima pesanan) namun pesanan tidak ada 1 pun sampai ke saya selama beberapa hari ini,, alamat saya sudah benar bahkan titik maps juga benar, no tlpn saya aktif, ada apa ini ?"
Pengguna Google,5,2025-04-21 09:30:13,sekarang belanja di shoope lebih murah serta pengiriman cepat
Pengguna Google,5,2025-04-21 09:29:44,good
Pengguna Google,5,2025-04-21 09:29:37,sangat puas cepat dan tepat waktu
Pengguna Google,5,2025-04-21 09:29:11,pokoknya mantap semuanya
Pengguna Google,4,2025-04-21 09:28:48,Memuaskan👍👍
Pengguna Google,5,2025-04-21 09:27:26,baguss
Pengguna Google,5,2025-04-21 09:27:06,ok
Pengguna Google,5,2025-04-21 09:26:33,memuaskan
Pengguna Google,5,2025-04-21 09:25:55,bagus
Pengguna Google,5,2025-04-21 09:25:45,baguss
Pengguna Google,5,2025-04-21 09:25:24,Bagus cok!! Tapi...Pengirimannya kok beda ya! saya pesan Fotocard Red velvet malah dikasih Aespa! Fotocard aespa saya banyak banget jadi gamau beli Fotocard aespa lag!!
Pengguna Google,5,2025-04-21 09:24:05,barang sesuai pesanan tri m
Pengguna Google,4,2025-04-21 09:21:25,gak jdi bintang 1 ada dapet voucher kompensasi
Pengguna Google,5,2025-04-21 09:20:17,sanyat memudah kan segala urusan
Pengguna Google,5,2025-04-21 09:19:13,aplikasinya sangat membantu sekali
Pengguna Google,5,2025-04-21 09:17:56,sampai saat ini terpuaskan dengan belanja di shopee
Pengguna Google,5,2025-04-21 09:17:00,bagus
Pengguna Google,5,2025-04-21 09:15:41,bagus
Pengguna Google,5,2025-04-21 09:14:47,"shopee sangat membantu saya dalam berbelanja, dalam bentuk apapun itu,"
Pengguna Google,5,2025-04-21 09:14:46,suka berbelanja di sini bisa cod cek dlu
Pengguna Google,5,2025-04-21 09:14:16,mempermudah pembeli
Pengguna Google,5,2025-04-21 09:14:12,Sangat menarik dan puas berbelanja di shoope....bnyk promo terutama gratis ongkir nya..... trimakasih shoppe......semoga tetap ada promo² menarik lain nya
Pengguna Google,5,2025-04-21 09:14:08,"sering kasih gratis ongkir, terus banyak yg harga murah, tapi kualitasnya lumayan bagus lhaenurutku"
Pengguna Google,5,2025-04-21 09:13:41,👍🏽
Pengguna Google,5,2025-04-21 09:13:16,Ok banget
Pengguna Google,5,2025-04-21 09:12:30,selalu amnahgg
Pengguna Google,5,2025-04-21 09:12:27,ok
Pengguna Google,5,2025-04-21 09:11:39,keren
Pengguna Google,5,2025-04-21 09:11:10,mntapp
Pengguna Google,5,2025-04-21 09:08:11,keren
Pengguna Google,5,2025-04-21 09:08:01,guyss inii benar benarrr bagusss bangett
Pengguna Google,5,2025-04-21 09:06:31,jauh lebih mudah blanja dari rumah
Pengguna Google,5,2025-04-21 09:06:07,pengiriman cepat
Pengguna Google,5,2025-04-21 09:05:46,Shopee ok 👌 👍
Pengguna Google,1,2025-04-21 09:04:35,aplikasi nya jelek banget masa akun baru di banned trus gmn si shope
Pengguna Google,5,2025-04-21 09:04:10,mantaaap
Pengguna Google,5,2025-04-21 09:02:47,"Alhamdulillah,selama pakai shoppe pengalaman saya cukup baik terimakasih"
Pengguna Google,1,2025-04-21 09:02:33,mau pembayaran harus menunggu proses download fitur terlalu lama
Pengguna Google,1,2025-04-21 09:02:31,"udah daftar shopee 4tahun aman aman aja nggak ada kendala dari banyak keluar fitur baru di shopee nggak pernah daftar. pokoknya cuma beli barang doang sama aktivasi shopeepay.. Kendala mulai kerasa di awal April, niatnya mau aktivasi splatter tapi nggak bisa keterangannya akun udah dipake orang, nah disitu mulai curiga kok nggak bisa diakses padahal seabank bisa, kok splatter nggak bisa padahal datanya sama kaya data shopeepay, dan pas ganti password wajah nggak terdeteksi."
Pengguna Google,5,2025-04-21 09:01:53,belanja di shopee dapat di percaya
Pengguna Google,3,2025-04-21 08:59:57,baik
Pengguna Google,1,2025-04-21 08:58:16,"apabila ada toko yg nakal pemberian solusinya sangat merugikan pembeli,beda dengan aplikasi sebelah yg tegas apabila ada toko yg nakal"
Pengguna Google,5,2025-04-21 08:57:59,bagus
Pengguna Google,3,2025-04-21 08:57:41,kenapa sekarang pengiriman lama banget sih lebih dari 4 hari trus tolong di perbaiki biar tidak pindah ke yg lain
Pengguna Google,5,2025-04-21 08:57:24,Baguss ajaa gk mau nambah yang lain pokok nya nilai dari aku 5.... Pokoknya bagus😆😍
Pengguna Google,4,2025-04-21 08:57:16,Lebih nyaman memilih produk yang cocok
Pengguna Google,5,2025-04-21 08:54:51,semoga shopee makin meningkat kan pelayanan kenyamanan kiriman makin cepat dan para seller nya makin rame orderan sukses slalu untuk shopee dan jdi toko online nomer 1 di Indonesia
Pengguna Google,5,2025-04-21 08:54:05,"aplikasi bagus dan lancar serta layanan nya memuaskan seperti pengembalian dana jika barang tidak sesuai dan jaminan barang sampai tepat waktu, pokoknya puas deh"
Pengguna Google,5,2025-04-21 08:53:09,Shopee emang oke banget
Pengguna Google,2,2025-04-21 08:52:55,"2 bintang karna sudah tidak pakai J&T, padahal 2x lebih cepat pengiriman daripada sekarang..dulu 3 hari sudah sampai..sekarang 7 hari baru sampai,,upgrade tapi kok menurun kecepatan jasa.nya?"
Pengguna Google,1,2025-04-21 08:52:26,jelek
Pengguna Google,5,2025-04-21 08:51:39,sgt membantu
Pengguna Google,5,2025-04-21 08:51:21,"setiap pesanan barang melalui shopee, Alhamdulillah semuanya sesuai dengan yg ditayangkan, cuma agak kelamaan baru sampai dirumah..tapi ga apalah yg penting barang yg dipesan sesuai dengan yg ditayangkan.."
Pengguna Google,5,2025-04-21 08:51:12,cara mudah untuk berbelanja
Pengguna Google,5,2025-04-21 08:51:02,saya sudah lama belanja di shopee 90% memuaskan
Pengguna Google,5,2025-04-21 08:51:00,bagus
Pengguna Google,5,2025-04-21 08:50:48,"bagus, sangat membantu..."
Pengguna Google,1,2025-04-21 08:50:35,apps jelekkk sejelek jeleknya...👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎
Pengguna Google,5,2025-04-21 08:49:45,Dengan aplikasi ini saya bisa membeli barang dan tidak perlu untuk keliling menyari barang yang akan di beli
Pengguna Google,1,2025-04-21 08:49:27,diblokir aja itu buyer yang tidak amanah.. ngirim barang saya yg sudah mau expired.. nnti akan banyak bermunculan buyer buyer seperti ini kalo shopee tidak tegas.. kasihan nnti pembeli yg lain.. saya uninstall aja ini aplks shopee.. sangat sangat buruk dan tidak memuaskan
Pengguna Google,5,2025-04-21 08:49:03,Semoga dapat dipercaya. Jangan memberi discon atau voucer2 bila tdk diberikan justru mengecewakan.
Pengguna Google,5,2025-04-21 08:48:47,bisa buat belanja
Pengguna Google,5,2025-04-21 08:48:40,good jobs
Pengguna Google,5,2025-04-21 08:48:40,semoga terus dpt merchant yg ORI blm dpt merchant yg nakal dan palsu
Pengguna Google,5,2025-04-21 08:48:31,usaha saya jadi lancar
Pengguna Google,5,2025-04-21 08:48:01,bagus sih cara pengembalian barang yg mudah no ribet
Pengguna Google,5,2025-04-21 08:47:54,saya sangat suka berbelanja di shopee karna pengiriman sangat cepat dan gratis ongkir juga mksih Shopee🙏🙏
Pengguna Google,5,2025-04-21 08:47:35,"saya seneng belanja d shoppe, harga murah, diskon byk, byk gratis ongkir... cuman satu saja.... kurirnya saya kurang ramah"
Pengguna Google,5,2025-04-21 08:46:18,"Bagus Banget, pengiriman nya cepat dan akurat,Barangnya juga Sesuai"
Pengguna Google,1,2025-04-21 08:46:01,aplikasi ngeleg ngeleg kaya kast kusut di update udah tapi tetep kaya kaset kusut .
Pengguna Google,5,2025-04-21 08:44:08,complain cepat ditanggapi
Pengguna Google,5,2025-04-21 08:44:06,Bagus setiap pesan ga pernah ga sesuai karna nyari rating bintang yng bagus juga minimal di cari bintang 4.6 pasti bagus
Pengguna Google,5,2025-04-21 08:42:45,sangat murah.mantap shopee
Pengguna Google,5,2025-04-21 08:42:36,slalu suka sama aplikasi ini
Pengguna Google,5,2025-04-21 08:42:30,aplikasinya mantap
Pengguna Google,5,2025-04-21 08:41:52,bagus banget mantap labih di perbanyak lagih
Pengguna Google,4,2025-04-21 08:41:36,semoga lebih bisa bagus lagi
Pengguna Google,5,2025-04-21 08:39:53,Shoope memang sangat membantu
Pengguna Google,4,2025-04-21 08:39:15,mohon di tingakatkan pelayann .biar ega lemoot
Pengguna Google,5,2025-04-21 08:39:08,sangat membantu baik dalam hal belanja maupun pinjaman online
Pengguna Google,5,2025-04-21 08:38:28,bagus
Pengguna Google,5,2025-04-21 08:37:04,trims...Shopee 🙏
Pengguna Google,1,2025-04-21 08:37:01,tiati ada kiriman link untuk pendaftaran shopeefood driver yg dikirim secara random. sejak pertama keluar pendaftaran shopeefood driver tahun 2022 dapat SMS berisi link pendaftaran tapi ternyata cuma spam doang setelah daftar gak ada kejelasan. tiati ya apk tidak perduli drivernya yg gini
Pengguna Google,5,2025-04-21 08:34:46,mohon jangan sering di batalkan orderan saya..bukan pembeli jahat diri saya
Pengguna Google,5,2025-04-21 08:34:18,alhamdulillah belanja semakin mudah degan adanya shopee
Pengguna Google,1,2025-04-21 08:33:20,"SPXINSTAN 👎👎👎👎👎 Gedeg bgt sumpah ama pengiriman ini, brp x mau ngirim instan dapetnya spxinstan dan SELALU BERMASALAH!!, LAMA BGT, TIBA"" DI CANSEL. Bisa dihapus aja g sih SPX INSTAN INI. ga guna bgt heran. rugi waktu dan rugu uang. 👎👎👎👎👎👎👎👎👎👎👎👎👎👎"
Pengguna Google,5,2025-04-21 08:33:10,Shopee tanggung jawab..kl ada yg molor wkt nya..langsung d kembalikan uangnya..👍
Pengguna Google,1,2025-04-21 08:32:41,"SANGAT MENGECEWAKAN!! SUDH BERTAHUN-TAHUN PAKAI SHOPE! BARU KALI INI SANGAT MENGECEWAKAN! TIDAK BISA CHECKOUT DENGAN VOUCHER, TERDETEKSI INDIKASI TIDAK WAJAR. ALASAN CS NYA SAYA PUNYA ACCOUNT BANYAK YANG MENGGUNAKAN VOUCHER ITU, PADAHAL SAYA TIDAK MERASA PUNYA ACCOUNT LAIN ! DAN TIDAK PERNAH MERASA CHECKOUT BARANG KECUALI DI ACCOUNT SAYA SENDIRI!!! TLONG DI PERBAIKI, JIKA TIDAK SAYA DAN KELUARGA SAYA AKAN PINDAH KE APLIKASI SEBELAH!"
Pengguna Google,5,2025-04-21 08:31:36,pengalaman menyenangkan dalam belanja groceries online
Pengguna Google,5,2025-04-21 08:31:27,"OK banget banyak produk yg harganya murah, promonya juga banyak,bisa bayar cod,bisa shopee paylater"
Pengguna Google,1,2025-04-21 08:30:42,pengiriman nya sangat lama
Pengguna Google,5,2025-04-21 08:30:30,belanja asik
Pengguna Google,4,2025-04-21 08:30:29,"BAGUSS,banyak discount,,saran saya jika ingin memesen bareng di toko yg berbeda jangan dipesan secara bersamaan karena harga bisa dari 28k jafi 32k,,,,,....jadi mending order satu2 karena saya order satu2 jadi lebih murah kalo ditotalin semua cuman 30k"
Pengguna Google,5,2025-04-21 08:29:20,mohon untuk mencantumkan nomer telpon kurir di saat pengiriman
Pengguna Google,5,2025-04-21 08:28:34,👍👍👍
Pengguna Google,5,2025-04-21 08:28:14,baik
Pengguna Google,1,2025-04-21 08:27:21,Tolong ongkirnya mahal banget😭
Pengguna Google,5,2025-04-21 08:26:55,sudah bertahun tahun pakai shopee tapi kalo daftara shopee pay later selalu gagal
Pengguna Google,5,2025-04-21 08:25:41,ok
Pengguna Google,5,2025-04-21 08:25:17,shopee is the best...memudahkan dlm hal apapun😍😍
Pengguna Google,5,2025-04-21 08:24:26,Kenapa saya enggak dapat code rafeler
Pengguna Google,2,2025-04-21 08:24:04,voucher saya kok suka tiba tiba hilang sendiri
Pengguna Google,5,2025-04-21 08:23:44,"pelayanan online sangat puas,banyak diskon dan voucher.."
Pengguna Google,5,2025-04-21 08:23:33,bagus
Pengguna Google,5,2025-04-21 08:21:20,belanja di shopee saja..yg pasti harga murah & trjangkau Shopee is the best.. Sukses trus untuk shopee..
Pengguna Google,5,2025-04-21 08:19:56,"aplikasi nyaa baguss , banyak voucher dan diskon nya"
Pengguna Google,5,2025-04-21 08:19:52,pokok e mantap
Pengguna Google,5,2025-04-21 08:18:58,bagus
Pengguna Google,5,2025-04-21 08:18:56,"good job, sukses selalu"
Pengguna Google,1,2025-04-21 08:18:39,jelek sekali
Pengguna Google,1,2025-04-21 08:10:18,setiap buka aplikasi pasti ada video penawaran yg suaranya sangat mengganggu dan susah diberhentikan klu buka aplikasi shoppe dit4 umum tlng hilangkan video pada saat baru buka aplikasi
Pengguna Google,5,2025-04-21 08:09:58,tempat belanja yang paling gampang
Pengguna Google,1,2025-04-21 08:09:43,"lemot banget si heran, udh diupdate jugaa"
Pengguna Google,5,2025-04-21 08:08:21,terpercaya
Pengguna Google,5,2025-04-21 08:05:40,Pengiriman cepat dan terjamin mutu dan keutuhannya.
Pengguna Google,5,2025-04-21 08:04:56,.saya senang
Pengguna Google,5,2025-04-21 08:04:32,Alhamdulillah barang bagus bgt..harga terjangkau..pokoknya gak nyesel
Pengguna Google,5,2025-04-21 08:03:42,sangat membantu
Pengguna Google,5,2025-04-21 08:03:41,"belanja di shopee selalu memberikan pilihan terbaik dan termurah, happy lh klo belanja online melalui shopee"
Pengguna Google,5,2025-04-21 08:03:26,paling gampang belanja di shoope dan puas
Pengguna Google,5,2025-04-21 08:02:32,sangat memuaskan
Pengguna Google,5,2025-04-21 08:02:00,mantaappppppp
Pengguna Google,5,2025-04-21 08:00:47,"Suka sama yang sekarang karna Pengiriman Shopee Xpress yang cepat dan pelayanannya yang good, ngga kaya JNT, lama, pegawainya ngga ramah, muka jutek dan buat pelanggan nunggu berjam-jam di kantor. Pesanannya juga ngga diantar padahal COD. Pokoknya lebih baik Shoppe Xpress.. Love buat Shopee😘"
Pengguna Google,1,2025-04-21 08:00:39,"kualitas pelayanan dan pengiriman sangat buruk... pesanan sampai saat ini belum datang"" juga sudah 6 hari... keterangan akhir harus nunggu 2 hari lagi itupun blm pasti sampai ditempat tujuan.... Saya sebagai customer setia shopee jujur sangat kecewa.."
Pengguna Google,5,2025-04-21 08:00:32,Kadang suka lemot di HP. konten berat kebuka
Pengguna Google,5,2025-04-21 08:00:23,"semoga shopee tetap lancar , saya belanja di shopee sdh banyak walau melalui keponaan yg ikut dan gabung kerja di shopee, waktu pengiriman nya cepat dan yg dipesan jg sama dgn yg saya pesan."
Pengguna Google,5,2025-04-21 08:00:05,top
Pengguna Google,3,2025-04-21 07:58:39,setiap udah pesan dan bayar pesanan saya terbatalkan otomatis jadinya saya kesal kenapa setiap dibayar selalu dibatalkan
Pengguna Google,5,2025-04-21 07:58:20,Good Aplication
Pengguna Google,3,2025-04-21 07:58:06,"lama2 makin ribet shopee nih,,sistem cod pun udah gak banyak berlaku jadi males buat yg biasanya biasanya beli cod,,yg harusnya dhpua tuh layanan pengembalianya bukan codnya😒😒"
Pengguna Google,5,2025-04-21 07:58:00,Saya suka dan hemat biayaya
Pengguna Google,4,2025-04-21 07:55:19,pelayanan bagus
Pengguna Google,5,2025-04-21 07:54:19,belanja di shopee benar-benar tidak mengecewakan & amanah
Pengguna Google,5,2025-04-21 07:53:51,Shopee terbaik 👍👍👍
Pengguna Google,5,2025-04-21 07:52:38,okee
Pengguna Google,5,2025-04-21 07:51:30,oke
Pengguna Google,5,2025-04-21 07:51:00,aku sangat puas berbelanja di shopee
Pengguna Google,5,2025-04-21 07:50:37,"semoga kedepannya bisa dapat gratis ongkir, minimal ongkirnya di bawah 10 ribu biar tambah seru"
Pengguna Google,5,2025-04-21 07:49:32,"makasih shopee,layanan yg memuaskan"
Pengguna Google,5,2025-04-21 07:48:29,aplikasi yang bagus untuk belanja semua barang
Pengguna Google,5,2025-04-21 07:47:46,sangat memuaskan
Pengguna Google,5,2025-04-21 07:46:37,baik
Pengguna Google,5,2025-04-21 07:45:42,sangat Membantu terimakasih Shopee semoga Sama² Mudah Dalam Segala Hal
Pengguna Google,4,2025-04-21 07:45:12,"lebih diperketat pengawasan untuk seller yang berpotensi nakal dan tidak amanah, langsung di blokir akunnya 🙏"
Pengguna Google,5,2025-04-21 07:44:53,ok
Pengguna Google,1,2025-04-21 07:44:20,"tolong dong pengiriman ny di percepat,masa iya stay di kota bisa hampir 3 hari, ngapain aj"
Pengguna Google,5,2025-04-21 07:44:04,Sangat bagus
Pengguna Google,5,2025-04-21 07:43:33,produk sangat baik tidak mengecewakan
